,,,中國電信W,0.143,,,,,,,
,,,中國移動W,0.286,,,,,,,
,,,中國聯通W,0.571,,,,,,,
,,,22054115,48062180,92060377,,,,,,
[省],[市],[ID],[中國電信],[中國移動],[中國聯通],,[Weight],,,[城市代碼],[前101城市]
甘肃,定西,甘肃-定西,236,74,831,,529.413,,,,,309
宁夏,,宁夏,116,76,891,,547.085,,,,,76
江苏,南通,江苏-南通,69,69,945,,569.196,,,,,184,Y
江西,景德镇,江西-景德镇,120,292,825,,571.747,,,,,204,Y
湖北,荆门,湖北-荆门,113,709,647,,588.37,,,,,282
宁夏,石嘴山,宁夏-石嘴山,408,116,891,,600.281,,,,,80
湖北,黄石,湖北-黄石,527,416,768,,632.865,,,,,287
陕西,安康,陕西-安康,76,348,952,,653.988,,,,,366
河南,新乡,河南-新乡,999999,71,71,,143060.704,,,,,229
山东,东营,山东-东营,999999,177,76,,143093.875,,,,,100,Y
内蒙古,阿拉善盟,内蒙古-阿拉善盟,999999,829,295,,143405.396,,,,,31
福建,南平,福建-南平,75,999999,75,,286053.264,,,,,321
福建,莆田,福建-莆田,75,999999,75,,286053.264,,,,,327
内蒙古,鄂尔多斯,内蒙古-鄂尔多斯,295,999999,235,,286176.084,,,,,29,Y
内蒙古,乌海,内蒙古-乌海,174,999999,345,,286221.591,,,,,21
内蒙古,乌兰察布,内蒙古-乌兰察布,527,999999,295,,286243.52,,,,,20
福建,三明,福建-三明,115,999999,407,,286248.556,,,,,320
海南,东方,海南-东方,414,999999,465,,286324.431,,,,,254
吉林,白山,吉林-白山,407,999999,467,,286324.572,,,,,49
湖北,天门,湖北-天门,73,999999,828,,286482.941,,,,,274
青海,海北藏族自治州,青海-海北藏族自治州,999999,999999,953,,429543.734,,,,,377
江苏,扬州,江苏-扬州,70,70,999999,,571029.459,,,,,188,Y
云南,保山,云南-保山,72,72,999999,,571030.317,,,,,5
陕西,铜川,陕西-铜川,67,77,999999,,571031.032,,,,,373
四川,凉山彝族自治州,四川-凉山彝族自治州,75,74,999999,,571031.318,,,,,56
甘肃,陇南,甘肃-陇南,74,75,999999,,571031.461,,,,,318
安徽,宿州,安徽-宿州,76,76,999999,,571032.033,,,,,88
安徽,宣城,安徽-宣城,76,76,999999,,571032.033,,,,,87
江西,新余,江西-新余,120,70,999999,,571036.609,,,,,203,Y
云南,文山壮族苗族自治州,云南-文山壮族苗族自治州,123,73,999999,,571037.896,,,,,9
甘肃,临夏回族自治州,甘肃-临夏回族自治州,74,114,999999,,571042.615,,,,,305
甘肃,平凉,甘肃-平凉,74,114,999999,,571042.615,,,,,310
四川,泸州,四川-泸州,75,115,999999,,571043.044,,,,,65
新疆,伊犁哈萨克自治州,新疆-伊犁哈萨克自治州,69,119,999999,,571043.33,,,,,168
宁夏,银川,宁夏-银川,176,76,999999,,571046.333,,,,,81,Y
西藏,林芝,西藏-林芝,115,116,999999,,571049.05,,,,,334
云南,临沧,云南-临沧,233,72,999999,,571053.34,,,,,3
新疆,昌吉回族自治州,新疆-昌吉回族自治州,69,170,999999,,571057.916,,,,,178
四川,巴中,四川-巴中,296,75,999999,,571063.207,,,,,59
云南,昭通,云南-昭通,234,113,999999,,571065.209,,,,,11
四川,广元,四川-广元,115,175,999999,,571065.924,,,,,60
湖北,随州,湖北-随州,295,114,999999,,571074.218,,,,,285
新疆,喀什地区,新疆-喀什地区,69,230,999999,,571075.076,,,,,175
甘肃,金昌,甘肃-金昌,115,236,999999,,571083.37,,,,,317
浙江,衢州,浙江-衢州,122,233,999999,,571083.513,,,,,249
安徽,铜陵,安徽-铜陵,469,76,999999,,571088.232,,,,,95
广西,来宾,广西-来宾,169,229,999999,,571089.09,,,,,155
四川,阿坝藏族羌族自治州,四川-阿坝藏族羌族自治州,176,226,999999,,571089.233,,,,,73
湖北,十堰,湖北-十堰,174,234,999999,,571091.235,,,,,272
安徽,黄山,安徽-黄山,76,288,999999,,571092.665,,,,,98
云南,丽江,云南-丽江,526,73,999999,,571095.525,,,,,4
宁夏,吴忠,宁夏-吴忠,529,176,999999,,571125.412,,,,,78
新疆,塔城地区,新疆-塔城地区,79,412,999999,,571128.558,,,,,176
甘肃,白银,甘肃-白银,226,347,999999,,571130.989,,,,,315
青海,海南藏族自治州,青海-海南藏族自治州,228,409,999999,,571149.007,,,,,378
新疆,巴音郭楞蒙古自治州,新疆-巴音郭楞蒙古自治州,120,472,999999,,571151.581,,,,,177
新疆,和田地区,新疆-和田地区,834,119,999999,,571152.725,,,,,173
湖北,潜江,湖北-潜江,467,345,999999,,571164.88,,,,,279
云南,怒江傈僳族自治州,云南-怒江傈僳族自治州,233,465,999999,,571165.738,,,,,8
湖北,仙桃,湖北-仙桃,113,527,999999,,571166.31,,,,,271
西藏,阿里地区,西藏-阿里地区,649,287,999999,,571174.318,,,,,336
四川,甘孜藏族自治州,四川-甘孜藏族自治州,226,528,999999,,571182.755,,,,,66
宁夏,固原,宁夏-固原,116,589,999999,,571184.471,,,,,79
安徽,蚌埠,安徽-蚌埠,117,590,999999,,571184.9,,,,,94
甘肃,酒泉,甘肃-酒泉,74,649,999999,,571195.625,,,,,316
新疆,吐鲁番,新疆-吐鲁番,230,593,999999,,571201.917,,,,,172
海南,三亚,海南-三亚,112,827,999999,,571251.967,,,,,253
新疆,博尔塔拉蒙古自治州,新疆-博尔塔拉蒙古自治州,472,653,999999,,571253.683,,,,,171
青海,海西蒙古族藏族自治州,青海-海西蒙古族藏族自治州,67,893,999999,,571264.408,,,,,379
西藏,日喀则,西藏-日喀则,589,650,999999,,571269.556,,,,,332
甘肃,甘南藏族自治州,甘肃-甘南藏族自治州,770,709,999999,,571312.313,,,,,314
青海,玉树藏族自治州,青海-玉树藏族自治州,772,832,999999,,571347.777,,,,,380
安徽,池州,安徽-池州,999999,116,999999,,714032.462,,,,,89
云南,迪庆藏族自治州,云南-迪庆藏族自治州,999999,124,999999,,714034.75,,,,,18
新疆,阿勒泰地区,新疆-阿勒泰地区,999999,473,999999,,714134.564,,,,,181
黑龙江,,黑龙江,67,999999,999999,,857008.724,,,,,384
江西,鹰潭,江西-鹰潭,70,999999,999999,,857009.153,,,,,207
海南,临高县,海南-临高县,72,999999,999999,,857009.439,,,,,255
海南,陵水黎族自治县,海南-陵水黎族自治县,73,999999,999999,,857009.582,,,,,269
西藏,那曲地区,西藏-那曲地区,115,999999,999999,,857015.588,,,,,335
新疆,哈密,新疆-哈密,120,999999,999999,,857016.303,,,,,174
海南,乐东黎族自治县,海南-乐东黎族自治县,122,999999,999999,,857016.589,,,,,256
海南,万宁,海南-万宁,122,999999,999999,,857016.589,,,,,252
海南,五指山,海南-五指山,122,999999,999999,,857016.589,,,,,257
海南,琼海,海南-琼海,123,999999,999999,,857016.732,,,,,267
海南,屯昌县,海南-屯昌县,173,999999,999999,,857023.882,,,,,261
海南,文昌,海南-文昌,173,999999,999999,,857023.882,,,,,262
宁夏,中卫,宁夏-中卫,176,999999,999999,,857024.311,,,,,77
海南,定安县,海南-定安县,233,999999,999999,,857032.462,,,,,260
青海,海东,青海-海东,288,999999,999999,,857040.327,,,,,376
新疆,克孜勒苏柯尔克孜自治州,新疆-克孜勒苏柯尔克孜自治州,290,999999,999999,,857040.613,,,,,169
海南,昌江黎族自治县,海南-昌江黎族自治县,295,999999,999999,,857041.328,,,,,263
海南,澄迈县,海南-澄迈县,295,999999,999999,,857041.328,,,,,265
青海,黄南藏族自治州,青海-黄南藏族自治州,349,999999,999999,,857049.05,,,,,382
海南,保亭黎族苗族自治县,海南-保亭黎族苗族自治县,354,999999,999999,,857049.765,,,,,258
海南,白沙黎族自治县,海南-白沙黎族自治县,415,999999,999999,,857058.488,,,,,268
海南,琼中黎族苗族自治县,海南-琼中黎族苗族自治县,416,999999,999999,,857058.631,,,,,266
青海,果洛藏族自治州,青海-果洛藏族自治州,771,999999,999999,,857109.396,,,,,375
甘肃,嘉峪关,甘肃-嘉峪关,999999,999999,999999,,999999,,,,,307
黑龙江,大庆,黑龙江-大庆,999999,999999,999999,,999999,,,,,391,Y
黑龙江,大兴安岭地区,黑龙江-大兴安岭地区,999999,999999,999999,,999999,,,,,390
黑龙江,哈尔滨,黑龙江-哈尔滨,999999,999999,999999,,999999,,,,,389,Y
黑龙江,鹤岗,黑龙江-鹤岗,999999,999999,999999,,999999,,,,,395
黑龙江,黑河,黑龙江-黑河,999999,999999,999999,,999999,,,,,396
黑龙江,鸡西,黑龙江-鸡西,999999,999999,999999,,999999,,,,,394
黑龙江,佳木斯,黑龙江-佳木斯,999999,999999,999999,,999999,,,,,387
黑龙江,牡丹江,黑龙江-牡丹江,999999,999999,999999,,999999,,,,,392
黑龙江,七台河,黑龙江-七台河,999999,999999,999999,,999999,,,,,385
黑龙江,齐齐哈,黑龙江-齐齐哈,999999,999999,999999,,999999,,,,,397
黑龙江,双鸭山,黑龙江-双鸭山,999999,999999,999999,,999999,,,,,388
黑龙江,绥化,黑龙江-绥化,999999,999999,999999,,999999,,,,,393
黑龙江,伊春,黑龙江-伊春,999999,999999,999999,,999999,,,,,386
湖北,神农架林区,湖北-神农架林区,999999,999999,999999,,999999,,,,,280
